text,label
"Nikmatin teh tarik, enak bro!",tidak_stres
"Nonton film romcom, baper tapi happy!",tidak_stres
"Makan malam sama sahabat, asik!",tidak_stres
Hari ini hidup gue santuy abis!,tidak_stres
"Main drum, jiwa musik gue hidup!",tidak_stres
"Nikmatin sunrise di bukit, ciamik!",tidak_stres
"Makan ramen, slurp-nya bikin happy!",tidak_stres
"Hari ini gue full senyum, bro!",tidak_stres
"Dengerin lagu reggae, vibes santai!",tidak_stres
"Foto street photography, kece abis!",tidak_stres
"Main tenis, badan segar bro!",tidak_stres
"Hari ini semua chill, no ribet!",tidak_stres
"Nonton vlog kuliner, laper tapi happy!",tidak_stres
"Makan dessert coklat, manisnya pas!",tidak_stres
"Hari ini gue santai, enjoy hidup!",tidak_stres
"Main ukulele, lagu ceria bikin mood!",tidak_stres
"Nikmatin angin pantai, damai bro!",tidak_stres
"Jalan-jalan di rooftop, view cakep!",tidak_stres
"Hari ini gue happy, no stress!",tidak_stres
"Dengerin lagu klasik, hati adem!",tidak_stres
"Foto sunset di pantai, epic banget!",tidak_stres
"Main bulutangkis, seru bareng temen!",tidak_stres
"Hari ini semua smooth, asik bro!",tidak_stres
"Nikmatin kopi latte, vibes cozy!",tidak_stres
"Nonton film animasi, happy kayak anak!",tidak_stres
"Makan bareng keluarga, hangat abis!",tidak_stres
"Hari ini gue santuy, dunia tenang!",tidak_stres
"Main monopoly, ketawa sampe lemes!",tidak_stres
"Nikmatin milkshake, seger banget!",tidak_stres
"Jalan-jalan di pedesaan, fresh bro!",tidak_stres
"Hari ini mood gue cakep, gaspol!",tidak_stres
"Nonton talkshow, inspirasi datang!",tidak_stres
"Makan seafood, lidah gue bahagia!",tidak_stres
Hari ini hidup gue penuh tawa!,tidak_stres
"Dengerin lagu indie, vibesnya oke!",tidak_stres
"Foto candid di taman, kece abis!",tidak_stres
"Main sepatu roda, seru banget!",tidak_stres
"Hari ini gue rileks, no drama!",tidak_stres
"Nikmatin es kelapa, segar bro!",tidak_stres
"Nonton film petualangan, seru abis!",tidak_stres
"Makan malam sama pacar, romantis!",tidak_stres
"Hari ini gue santai, happy bro!",tidak_stres
"Main piano, lagu lembut bikin tenang!",tidak_stres
"Nikmatin sunrise di pantai, ciamik!",tidak_stres
"Makan burger, puas banget bro!",tidak_stres
"Hari ini mood gue on, gas terus!",tidak_stres
"Dengerin lagu akustik, hati ringan!",tidak_stres
"Foto pemandangan malam, aesthetic!",tidak_stres
"Main bola, seru bareng temen!",tidak_stres
"Hari ini semua flow, enak banget!",tidak_stres
"Nikmatin cappuccino, cozy abis!",tidak_stres
"Nonton film superhero, adrenaline naik!",tidak_stres
"Makan bareng sahabat, happy abis!",tidak_stres
"Hari ini gue santuy, no pressure!",tidak_stres
"Main kartu uno, ketawa ngakak!",tidak_stres
"Nikmatin jus jeruk, seger bro!",tidak_stres
"Jalan-jalan di taman kota, fresh!",tidak_stres
"Hari ini mood gue top, happy!",tidak_stres
"Nonton video musik, vibesnya cakep!",tidak_stres
"Makan dessert es krim, manisnya pas!",tidak_stres
"Hari ini gue enjoy, hidup santai!",tidak_stres
"Dengerin lagu chillhop, mood naik!",tidak_stres
"Foto candid di pantai, kece abis!",tidak_stres
"Main voli, seru bareng squad!",tidak_stres
"Hari ini semua oke, no ribet!",tidak_stres
"Nikmatin teh hijau, relax banget!",tidak_stres
"Nonton film keluarga, hangat abis!",tidak_stres
"Makan malam di rooftop, view cakep!",tidak_stres
"Hari ini gue happy, dunia tenang!",tidak_stres
"Main game retro, nostalgia banget!",tidak_stres
"Nikmatin es lemon, segar bro!",tidak_stres
"Jalan-jalan di bukit, damai abis!",tidak_stres
"Hari ini mood gue ceria, gaspol!",tidak_stres
"Nonton vlog travel, inspirasi jalan!",tidak_stres
"Makan pasta, lidah gue dimanjain!",tidak_stres
Hari ini hidup gue penuh senyum!,tidak_stres
"Dengerin lagu pop, goyang dikit!",tidak_stres
"Foto sunset di bukit, epic bro!",tidak_stres
"Main basket sore ini, seru banget!",tidak_stres
"Hari ini gue santai, no overthinking!",tidak_stres
"Nikmatin matcha latte, cozy abis!",tidak_stres
"Nonton film komedi, ngakak parah!",tidak_stres
"Makan bareng temen, happy bro!",tidak_stres
"Hari ini gue santuy, hidup enjoy!",tidak_stres
"Main gitar akustik, jiwa tenang!",tidak_stres
"Nikmatin sunrise di gunung, ciamik!",tidak_stres
"Makan taco, rasanya top banget!",tidak_stres
"Hari ini mood gue cakep, gas terus!",tidak_stres
"Dengerin lagu lo-fi, chill abis!",tidak_stres
"Foto candid di kota, kece bro!",tidak_stres
"Main skateboard, seru banget!",tidak_stres
"Hari ini semua smooth, happy bro!",tidak_stres
"Nikmatin es kopi susu, seger!",tidak_stres
"Nonton film fantasi, imajinasi liar!",tidak_stres
"Makan malam sama keluarga, hangat!",tidak_stres
"Hari ini gue santai, no stress!",tidak_stres
"Main catur online, otak kerja chill!",tidak_stres
"Nikmatin jus mangga, manisnya pas!",tidak_stres
"Jalan-jalan di tepi sungai, fresh!",tidak_stres
"Hari ini mood gue on fire, bro!",tidak_stres
"Nonton video lucu, ketawa ngakak!",tidak_stres
"Makan dessert cheesecake, enak abis!",tidak_stres
"Hari ini gue enjoy, hidup santuy!",tidak_stres
"Dengerin lagu akustik, hati adem!",tidak_stres
"Foto pemandangan sore, aesthetic!",tidak_stres
"Main futsal malam ini, seru bro!",tidak_stres
"Hari ini semua chill, no drama!",tidak_stres
"Nikmatin teh chamomile, relax bro!",tidak_stres
"Nonton film petualangan, seru abis!",tidak_stres
"Makan bareng pacar, hati berbunga!",tidak_stres
"Hari ini gue happy, dunia aman!",tidak_stres
"Main game puzzle, otak santai!",tidak_stres
"Nikmatin es teh lemon, seger banget!",tidak_stres
"Jalan-jalan di taman bunga, fresh!",tidak_stres
"Hari ini mood gue ceria, top!",tidak_stres
"Nonton konser online, vibesnya oke!",tidak_stres
"Makan dessert pudding, manisnya pas!",tidak_stres
"Hari ini gue santuy, hidup enjoy!",tidak_stres
"Dengerin lagu jazz, chill abis!",tidak_stres
"Foto candid di hutan, kece bro!",tidak_stres
"Main voli pantai, seru banget!",tidak_stres
"Hari ini semua flow, happy bro!",tidak_stres
"Nikmatin kopi hitam, vibes cozy!",tidak_stres
"Nonton film klasik, nostalgia asik!",tidak_stres
"Makan malam sama sahabat, hangat!",tidak_stres
"Hari ini gue santai, no ribet!",tidak_stres
"Main kartu remi, ketawa terus!",tidak_stres
"Nikmatin jus apel, seger bro!",tidak_stres
"Jalan-jalan di tepi pantai, damai!",tidak_stres
"Hari ini mood gue top, gaspol!",tidak_stres
"Tugas numpuk, ujian besok, otakku udah panas!",stres
"Orang tua ngomel mulu, capek banget dengernya!",stres
"Cemas banget, takut ga diterima temen di kelas baru",stres
"Nilai jelek lagi, mama marah, gue stres berat!",stres
"Pikiran chaos, ga bisa tidur mikirin masa depan",stres
"Temen ngejek di grup, hati gue sakit banget",stres
"Ujian matematika besok, takut banget gagal lagi!",stres
"Keluarga ribut mulu, pengen kabur dari rumah!",stres
Deadline tugas bikin gue pengen nangis aja,stres
"Ga bisa fokus, otak penuh sama pikiran negatif",stres
"Takut ga lolos SBMPTN, pressure dari ortu gede!",stres
"Temen ghosting, gue merasa ga dianggep!",stres
"Capek banget, semua orang ekspektasi tinggi sama gue",stres
"Pengen nangis, nilai ujian jelek, takut dimarahin",stres
"Ga bisa ngomong di depan kelas, takut diejek",stres
"Ortu bandingin gue sama sepupu, sakit hati banget",stres
"Ujian numpuk, tidur cuma 3 jam, stres abis!",stres
"Temen ngomongin di belakang, gue jadi parno!",stres
"Pengen teriak, capek sama drama keluarga!",stres
"Ga bisa nyanyi di panggung, takut dikira jelek",stres
"Dompet tipis, ortu marah, gue bingung banget",stres
"Semua tugas datang barengan, otakku overload!",stres
"Takut ga punya temen di sekolah baru, cemas!",stres
"Ortu bilang gue ga berguna, hati gue hancur",stres
"Ujian besok, tapi pikiran gue ga bisa tenang",stres
"Temen unfollow, gue merasa ga disukain lagi",stres
"Capek banget, semua orang judge penampilan gue",stres
"Tugas presentasi bikin jantungan, takut salah!",stres
"Keluarga ribut soal duit, gue ga tahu harus apa",stres
"Pengen nangis, ga bisa ikut lomba karna takut gagal",stres
"Pikiran negatif mulu, kayak ga ada harapan",stres
"Ortu maksa masuk jurusan IPA, padahal gue ga suka!",stres
"Tugas numpuk, temen ga bantu, stres banget!",stres
"Takut ga diterima kuliah, pressure dari ortu parah",stres
"Temen ngebully di WA, gue merasa sendirian",stres
"Capek banget, ga bisa penuhin ekspektasi ortu",stres
"Ujian online besok, takut sinyal jelek, stres!",stres
"Ga bisa ngomong sama crush, takut dikira aneh",stres
"Ortu marah gara-gara nilai, gue pengen kabur",stres
"Tugas kelompok ga selesai, temen males semua!",stres
"Takut ga punya temen di kampus, cemas banget",stres
"Pikiran gue kacau, ga tahu mau jadi apa nanti",stres
"Temen ngomongin di belakang, sakit hati bro!",stres
"Ujian fisika susah banget, takut ga lulus!",stres
"Keluarga ribut, gue cuma bisa diam di kamar",stres
"Deadline bikin gue ga bisa tidur, stres abis!",stres
"Takut ga diterima kerja paruh waktu, cemas!",stres
"Ortu bilang gue ga cukup pinter, hati gue perih",stres
"Temen ga ngajak hangout, gue merasa dikucilkan",stres
"Capek banget, semua orang ekspektasi gue perfect",stres
"Ujian besok, tapi otak gue blank, panik!",stres
"Takut salah ngomong di depan kelas, jantungan!",stres
"Ortu bandingin gue sama adik, sakit hati banget",stres
"Tugas numpuk, ga ada waktu buat santai!",stres
"Temen ngejek outfit gue, parno buat ke sekolah",stres
"Keluarga berantem, gue cuma pengen nangis",stres
"Pengen ikut lomba, tapi takut ga cukup bagus",stres
Pikiran negatif bikin gue ga bisa fokus belajar,stres
"Ortu maksa masuk universitas top, stres berat!",stres
"Tugas kelompok chaos, temen ga serius!",stres
"Takut ga lolos ujian nasional, cemas banget",stres
"Temen ngomongin rahasia gue, sakit hati bro!",stres
"Capek banget, semua orang judge prestasi gue",stres
"Ujian matematika susah, takut ga lulus lagi!",stres
"Keluarga ribut soal warisan, gue bingung!",stres
Deadline tugas bikin gue pengen teriak!,stres
"Takut ga punya temen di kelas baru, cemas!",stres
"Ortu bilang gue ga bisa apa-apa, hati hancur",stres
"Temen ga bales chat, gue merasa ga dianggep",stres
"Capek banget, ekspektasi ortu bikin sesak",stres
"Ujian besok, tapi pikiran gue kacau balau",stres
"Takut diejek pas presentasi, jantungan bro!",stres
"Ortu bandingin gue sama tetangga, sakit hati",stres
"Tugas numpuk, ga bisa tidur, stres abis!",stres
"Temen ngebully di sosmed, gue ga kuat!",stres
"Keluarga berantem, gue cuma bisa nangis",stres
"Pengen ikut audisi, tapi takut ga diterima",stres
Pikiran negatif bikin gue ga percaya diri,stres
"Ortu maksa ikut les, padahal gue capek!",stres
"Tugas kelompok bikin stres, temen ga kerja!",stres
"Takut ga lolos masuk SMA favorit, cemas!",stres
"Temen nyebarin gosip, gue merasa sendirian",stres
"Capek banget, semua orang judge nilai gue",stres
"Ujian kimia susah, takut ga lulus bro!",stres
"Keluarga ribut soal duit, gue ga tahu apa",stres
"Deadline bikin gue ga bisa santai, stres!",stres
"Takut ga diterima geng keren, cemas banget",stres
"Ortu bilang gue ga cukup berusaha, sakit!",stres
"Temen ghosting, gue merasa ga penting lagi",stres
"Capek banget, semua orang pengen gue perfect",stres
"Ujian besok, tapi otak gue ga bisa fokus",stres
"Takut salah ngomong di debat, jantungan!",stres
"Ortu bandingin gue sama temen, hati perih",stres
"Tugas numpuk, ga ada waktu buat diri sendiri",stres
"Temen ngejek di grup WA, gue ga kuat!",stres
"Keluarga ribut, gue pengen kabur aja",stres
"Pengen ikut lomba tari, tapi takut gagal",stres
Pikiran negatif bikin gue ga bisa tidur,stres
"Ortu maksa masuk jurusan kedokteran, stres!",stres
"Tugas kelompok bikin pusing, temen males!",stres
"Takut ga lolos tryout, pressure ortu gede!",stres
"Temen nyebarin rahasia, sakit hati banget",stres
"Capek banget, semua orang judge penampilan",stres
Ujian fisika bikin kepala mau pecah!,stres
"Keluarga berantem, gue cuma bisa diam",stres
Deadline tugas bikin gue pengen nangis,stres
Takut ga punya temen di acara sekolah,stres
"Ortu bilang gue ga cukup pinter, hati sakit",stres
"Temen unfollow, gue merasa ga disukain",stres
"Capek banget, ekspektasi orang bikin stres",stres
"Ujian besok, tapi gue ga bisa konsen",stres
"Takut diejek pas nyanyi, jantungan bro!",stres
"Ortu bandingin gue sama adik, sakit hati",stres
"Tugas numpuk, ga bisa santai sama sekali",stres
"Temen ngejek di IG, gue parno banget!",stres
"Keluarga ribut, gue pengen nangis di kamar",stres
"Pengen ikut lomba debat, tapi takut kalah",stres
Pikiran negatif bikin gue ga semangat,stres
"Ortu maksa masuk universitas top, capek!",stres
"Tugas kelompok chaos, temen ga bantu!",stres
"Takut ga lolos ujian, cemas banget bro!",stres
"Temen ngomongin di belakang, hati gue perih",stres
"Capek banget, semua orang judge prestasi",stres
"Ujian matematika susah, takut ga lulus!",stres
"Keluarga ribut soal duit, gue bingung!",stres
"Deadline bikin gue ga bisa tidur, stres!",stres
"Takut ga diterima temen baru, cemas parah",stres
"Ortu bilang gue ga cukup usaha, sakit hati",stres
"Temen ghosting, gue merasa ga dianggep",stres
"Capek banget, ekspektasi ortu bikin sesak",stres
"Ujian besok, tapi pikiran gue kacau",stres
"Takut salah ngomong di presentasi, panik!",stres
"Ortu bandingin gue sama tetangga, hati sakit",stres
"Tugas numpuk, ga ada waktu buat santai",stres
"Temen ngebully di sosmed, gue ga kuat!",stres
"Keluarga berantem, gue cuma bisa nangis",stres
"Pengen ikut lomba, tapi takut ga bagus",stres
Pikiran negatif bikin gue ga bisa fokus,stres
"Ortu maksa masuk jurusan teknik, stres!",stres
"Tugas kelompok bikin pusing, temen males!",stres
"Takut ga lolos masuk SMA, cemas banget",stres
"Temen nyebarin gosip, gue merasa sendirian",stres
"Capek banget, semua orang judge nilai gue",stres
"Ujian kimia susah, takut ga lulus bro!",stres
"Keluarga ribut soal warisan, gue ga tahu apa",stres
Deadline tugas bikin gue pengen teriak!,stres
"Takut ga punya temen di kelas baru, cemas!",stres
"Ortu bilang gue ga cukup berusaha, hati perih",stres
"Temen unfollow, gue merasa ga disukain",stres
"Capek banget, ekspektasi orang bikin stres",stres
"Ujian besok, tapi otak gue blank, panik!",stres
"Takut diejek pas presentasi, jantungan!",stres
"Ortu bandingin gue sama sepupu, sakit hati",stres
"Tugas numpuk, ga bisa tidur, stres abis!",stres
"Temen ngejek di grup WA, gue parno!",stres
"Keluarga ribut, gue pengen kabur aja",stres
"Pengen ikut lomba tari, tapi takut gagal",stres
Pikiran negatif bikin gue ga percaya diri,stres
"Ortu maksa masuk jurusan kedokteran, capek!",stres
Tugas kelompok bikin stres temen ga kerja!,stres
"Takut ga lolos tryout, pressure ortu gede!",stres
"Temen nyebarin rahasia, sakit hati banget",stres
"Capek banget, semua orang judge penampilan",stres
Ujian fisika bikin kepala mau pecah!,stres
"Keluarga berantem, gue cuma bisa diam",stres
Deadline tugas bikin gue pengen nangis,stres
Takut ga punya temen di acara sekolah,stres
"Ortu bilang gue ga cukup pinter, hati sakit",stres
"Temen ghosting, gue merasa ga penting lagi",stres
"Capek banget, ekspektasi ortu bikin sesak",stres
"Ujian besok, tapi pikiran gue kacau",stres
"Takut salah ngomong di debat, jantungan!",stres
"Ortu bandingin gue sama adik, hati perih",stres
"Tugas numpuk, ga ada waktu buat diri sendiri",stres
"Temen ngejek di IG, gue parno banget!",stres
"Keluarga ribut, gue pengen nangis di kamar",stres
"Pengen ikut lomba debat, tapi takut kalah",stres
Pikiran negatif bikin gue ga semangat,stres
"Ortu maksa masuk universitas top, stres!",stres
"Tugas kelompok chaos, temen ga bantu!",stres
"Takut ga lolos ujian nasional, cemas bro!",stres
"Temen ngomongin di belakang, hati gue perih",stres
"Capek banget, semua orang judge prestasi",stres
"Ujian matematika susah, takut ga lulus!",stres
"Keluarga ribut soal duit, gue bingung!",stres
"Deadline bikin gue ga bisa tidur, stres!",stres
"Takut ga diterima temen baru, cemas parah",stres
"Ortu bilang gue ga cukup usaha, sakit hati",stres
"Temen ghosting, gue merasa ga dianggep",stres
"Capek banget, ekspektasi orang bikin sesak",stres
"Ujian besok, tapi otak gue ga bisa fokus",stres
"Takut salah ngomong di presentasi, panik!",stres
"Ortu bandingin gue sama tetangga, hati sakit",stres
"Tugas numpuk, ga ada waktu buat santai",stres
"Temen ngebully di sosmed, gue ga kuat!",stres
"Keluarga berantem, gue cuma bisa nangis",stres
"Pengen ikut lomba, tapi takut ga bagus",stres
Pikiran negatif bikin gue ga bisa fokus,stres
"Ortu maksa masuk jurusan teknik, stres!",stres
"Tugas kelompok bikin pusing, temen males!",stres
"Takut ga lolos masuk SMA, cemas banget",stres
"Temen nyebarin gosip, gue merasa sendirian",stres
"Capek banget, semua orang judge nilai gue",stres
"Ujian kimia susah, takut ga lulus bro!",stres
"Keluarga ribut soal warisan, gue ga tahu apa",stres
Deadline tugas bikin gue pengen teriak!,stres
"Takut ga punya temen di kelas baru, cemas!",stres
"Ortu bilang gue ga cukup berusaha, hati perih",stres
"Temen unfollow, gue merasa ga disukain",stres
"Capek banget, ekspektasi orang bikin stres",stres
"Ujian besok, tapi otak gue blank, panik!",stres
"Takut diejek pas presentasi, jantungan!",stres
"Ortu bandingin gue sama sepupu, sakit hati",stres
"Tugas numpuk, ga bisa tidur, stres abis!",stres
"Temen ngejek di grup WA, gue parno!",stres
"Keluarga ribut, gue pengen kabur aja",stres
"Pengen ikut lomba tari, tapi takut gagal",stres
Pikiran negatif bikin gue ga percaya diri,stres
"Ortu maksa masuk jurusan kedokteran, capek!",stres
"Tugas kelompok bikin stres, temen ga kerja!",stres
"Takut ga lolos tryout, pressure ortu gede!",stres
"Temen nyebarin rahasia, sakit hati banget",stres
"Capek banget, semua orang judge penampilan",stres
Ujian fisika bikin kepala mau pecah!,stres
"Keluarga berantem, gue cuma bisa diam",stres
Deadline tugas bikin gue pengen nangis,stres
Takut ga punya temen di acara sekolah,stres
"Ortu bilang gue ga cukup pinter, hati sakit",stres
"Temen ghosting, gue merasa ga penting lagi",stres
"Capek banget, ekspektasi ortu bikin sesak",stres
"Ujian besok, tapi pikiran gue kacau",stres
"Takut salah ngomong di debat, jantungan!",stres
"Ortu bandingin gue sama adik, hati perih",stres
"Tugas numpuk, ga ada waktu buat diri sendiri",stres
"Temen ngejek di IG, gue parno banget!",stres
"Keluarga ribut, gue pengen nangis di kamar",stres
"Pengen ikut lomba debat, tapi takut kalah",stres
Pikiran negatif bikin gue ga semangat,stres
"Ortu maksa masuk universitas top, stres!",stres
"Tugas kelompok chaos, temen ga bantu!",stres
"Takut ga lolos ujian nasional, cemas bro!",stres
"Temen ngomongin di belakang, hati gue perih",stres
"Capek banget, semua orang judge prestasi",stres
"Ujian matematika susah, takut ga lulus!",stres
"Keluarga ribut soal duit, gue bingung!",stres
"Deadline bikin gue ga bisa tidur, stres!",stres
"Takut ga diterima temen baru, cemas parah",stres
"Ortu bilang gue ga cukup usaha, sakit hati",stres
"Temen ghosting, gue merasa ga dianggep",stres
"Capek banget, ekspektasi orang bikin sesak",stres
